nombre,fecha y hora,tempmáx,tempmín,temp,sensación térmica máxima,sensación térmica mínima,sensación térmica,rocío,humedad,precipitación,probabilidad de precipitación,cobertura de precipitación,tipo de precipitación,nieve,profundidad de nieve,ráfaga de viento,velocidad del viento,dirección del viento,presión del nivel del mar,nubosidad,visibilidad,radiación solar,energía solar,índice UV,riesgo severo,amanecer,atardecer,fase lunar,condiciones,descripción,icono,estaciones
Houston,2022-08-05,87.3,76.9,80.8,94.4,76.9,85.3,74.7,82.1,0.052,100,25.0,rain,0,0,24.9,15.0,139.3,1015.4,53.0,9.4,50.4,4.4,3,,2022-08-05T06:43:26,2022-08-05T20:11:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-06,86.4,76.8,80.2,93.8,76.8,83.2,73.6,81.0,0.092,100,37.5,rain,0,0,28.9,12.2,127.3,1016.9,61.8,9.5,73.7,6.3,5,,2022-08-06T06:44:02,2022-08-06T20:10:30,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-07,92.1,78.4,84.8,99.3,78.4,89.8,73.3,70.2,0.0,0,0.0,,0,0,27.7,19.3,139.5,1018.2,43.6,9.8,143.7,12.4,7,,2022-08-07T06:44:37,2022-08-07T20:09:40,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-08,93.6,79.8,85.5,101.1,79.8,91.2,73.0,67.9,0.0,0,0.0,,0,0,27.5,19.1,144.0,1017.3,28.5,9.9,127.3,11.0,6,,2022-08-08T06:45:13,2022-08-08T20:08:49,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-09,95.0,80.0,86.2,101.4,84.4,92.4,72.7,66.0,0.0,0,0.0,,0,0,24.2,15.3,145.0,1016.5,34.6,9.9,144.8,12.3,7,,2022-08-09T06:45:48,2022-08-09T20:07:56,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-10,97.1,73.7,84.6,101.6,73.7,89.8,72.6,70.2,1.392,100,20.83,rain,0,0,42.3,29.6,141.7,1017.0,42.5,9.2,127.5,10.8,5,,2022-08-10T06:46:23,2022-08-10T20:07:03,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-11,93.5,75.2,82.4,98.5,75.2,85.7,72.4,74.7,0.174,100,16.67,rain,0,0,17.2,11.2,66.1,1015.4,57.2,8.2,145.0,12.5,6,,2022-08-11T06:46:58,2022-08-11T20:06:08,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-12,92.6,77.2,83.7,99.4,77.2,88.3,73.6,73.5,0.838,100,37.5,rain,0,0,22.1,13.8,77.3,1014.4,63.9,9.1,147.5,12.8,8,,2022-08-12T06:47:33,2022-08-12T20:05:13,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-13,90.2,78.9,82.8,95.8,78.9,87.4,73.4,74.5,0.017,100,8.33,rain,0,0,30.4,17.7,69.7,1014.0,64.8,9.7,111.1,9.6,6,,2022-08-13T06:48:08,2022-08-13T20:04:16,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-14,90.3,78.6,83.1,95.7,78.6,87.6,73.0,72.9,0.031,100,20.83,rain,0,0,31.1,15.9,147.6,1014.0,57.5,9.7,135.2,11.9,8,,2022-08-14T06:48:43,2022-08-14T20:03:19,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-15,92.0,78.5,85.0,99.5,78.5,90.2,73.3,69.7,0.0,0,0.0,,0,0,24.2,14.1,137.0,1013.5,48.4,9.9,154.4,13.4,8,,2022-08-15T06:49:18,2022-08-15T20:02:21,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-16,96.5,78.2,85.6,101.0,78.2,90.2,71.9,65.5,0.0,0,0.0,,0,0,23.0,15.8,160.4,1013.6,39.6,9.9,204.0,17.6,9,,2022-08-16T06:49:52,2022-08-16T20:01:21,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-17,98.5,78.8,86.2,104.1,78.8,92.5,73.5,68.7,0.0,0,0.0,,0,0,27.7,15.6,209.1,1014.2,48.4,9.8,137.2,11.9,6,,2022-08-17T06:50:26,2022-08-17T20:00:21,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-18,95.0,73.7,82.4,101.9,73.7,87.8,73.9,77.5,0.92,100,25.0,rain,0,0,28.3,13.7,247.5,1013.5,64.2,9.0,143.8,12.3,9,,2022-08-18T06:51:01,2022-08-18T19:59:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-19,77.4,75.0,76.3,77.4,75.0,76.3,72.9,89.3,0.291,100,45.83,rain,0,0,18.1,11.8,147.2,1013.8,66.7,8.9,28.1,2.4,1,,2022-08-19T06:51:35,2022-08-19T19:58:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-20,89.6,76.7,80.7,98.4,76.7,84.9,74.9,82.9,0.685,100,20.83,rain,0,0,43.6,14.7,142.0,1015.7,46.7,9.2,107.7,9.3,9,,2022-08-20T06:52:09,2022-08-20T19:57:16,0.78,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-21,90.0,78.4,82.9,99.2,78.4,88.2,75.2,78.6,0.019,100,8.33,rain,0,0,31.1,16.3,164.6,1015.6,54.6,9.9,113.8,10.1,7,,2022-08-21T06:52:42,2022-08-21T19:56:12,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-22,92.1,80.5,85.2,100.0,86.0,92.9,75.1,73.6,0.0,0,0.0,,0,0,29.0,16.2,185.1,1012.5,64.0,9.9,146.5,12.7,7,,2022-08-22T06:53:16,2022-08-22T19:55:08,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-23,90.0,77.6,83.2,96.7,77.6,88.2,73.5,74.0,0.076,100,29.17,rain,0,0,20.8,13.4,227.2,1010.8,73.2,9.8,121.7,10.5,5,,2022-08-23T06:53:50,2022-08-23T19:54:03,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-24,84.3,77.5,80.6,92.6,77.5,84.9,74.8,82.7,0.407,100,45.83,rain,0,0,20.8,11.9,238.5,1012.0,84.6,9.2,89.4,7.8,5,,2022-08-24T06:54:23,2022-08-24T19:52:58,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-25,91.8,77.0,83.3,98.9,77.0,88.0,73.4,73.5,0.0,0,0.0,,0,0,21.9,9.8,47.8,1013.7,74.3,9.9,153.9,13.3,8,,2022-08-25T06:54:56,2022-08-25T19:51:51,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-26,90.7,76.4,82.6,98.5,76.4,87.3,73.4,74.7,0.283,100,20.83,rain,0,0,24.2,13.0,179.9,1013.7,56.4,9.3,111.0,9.4,6,,2022-08-26T06:55:29,2022-08-26T19:50:44,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-27,88.6,78.4,82.2,95.5,78.4,86.9,74.6,78.7,0.005,100,8.33,rain,0,0,21.9,16.1,164.8,1012.4,41.7,9.9,144.9,12.7,7,,2022-08-27T06:56:02,2022-08-27T19:49:37,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-28,91.3,78.4,83.1,99.0,78.4,88.2,74.3,75.8,0.017,100,4.17,rain,0,0,32.6,22.8,140.4,1010.7,33.7,9.7,213.4,18.5,8,,2022-08-28T06:56:35,2022-08-28T19:48:29,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-29,86.5,75.6,78.9,94.4,75.6,80.8,74.6,87.2,0.776,100,41.67,rain,0,0,23.0,15.6,143.9,1012.6,85.0,8.0,86.2,7.4,10,,2022-08-29T06:57:08,2022-08-29T19:47:20,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-30,87.6,77.2,80.8,96.1,77.2,83.9,74.7,82.4,0.065,100,8.33,rain,0,0,26.4,12.4,112.3,1015.1,59.8,9.8,48.4,4.1,3,,2022-08-30T06:57:40,2022-08-30T19:46:11,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-08-31,89.8,77.0,82.1,98.9,77.0,86.4,73.6,76.4,0.152,100,8.33,rain,0,0,35.6,17.1,50.3,1015.9,43.1,9.9,96.7,8.3,6,,2022-08-31T06:58:13,2022-08-31T19:45:01,0.16,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-01,89.8,78.2,83.1,98.7,78.2,87.6,72.6,71.4,0.088,100,12.5,rain,0,0,27.7,10.7,71.1,1014.7,41.2,9.7,60.5,5.2,3,,2022-09-01T06:58:45,2022-09-01T19:43:51,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-02,91.5,75.5,81.0,98.8,75.5,84.0,72.5,76.5,0.01,100,8.33,rain,0,0,31.1,19.4,65.0,1014.4,54.5,9.7,133.5,11.5,10,,2022-09-02T06:59:17,2022-09-02T19:42:40,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-03,86.5,73.7,78.3,95.3,73.7,80.0,73.6,86.0,0.23,100,25.0,rain,0,0,24.2,12.0,98.4,1016.8,62.7,8.4,54.4,4.6,2,,2022-09-03T06:59:49,2022-09-03T19:41:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-04,81.1,73.3,76.9,85.6,73.3,78.0,72.0,85.4,0.002,100,8.33,rain,0,0,12.8,9.2,287.3,1015.4,48.0,9.5,66.7,5.7,3,,2022-09-04T07:00:22,2022-09-04T19:40:17,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-05,86.3,73.3,78.5,90.0,73.3,80.1,71.1,79.3,0.0,0,0.0,,0,0,14.1,8.8,238.4,1014.6,49.0,9.9,118.0,9.9,5,,2022-09-05T07:00:54,2022-09-05T19:39:05,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-06,87.9,74.6,80.5,93.1,74.6,82.7,70.9,73.8,0.0,0,0.0,,0,0,17.2,13.1,176.9,1016.9,35.8,9.9,194.5,16.7,9,,2022-09-06T07:01:25,2022-09-06T19:37:53,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-07,92.9,74.7,80.4,95.3,74.7,81.5,69.9,73.0,0.177,100,8.33,rain,0,0,29.8,11.4,314.4,1015.7,30.8,9.9,184.3,15.9,9,,2022-09-07T07:01:57,2022-09-07T19:36:40,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-08,88.6,73.3,80.5,90.8,73.3,81.6,67.9,67.5,0.043,100,8.33,rain,0,0,43.7,11.1,34.2,1010.3,48.7,9.9,170.2,14.8,8,,2022-09-08T07:02:29,2022-09-08T19:35:27,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-09,88.3,74.7,80.8,89.2,74.7,82.0,68.1,66.9,0.0,0,0.0,,0,0,21.4,13.6,127.7,1008.0,53.7,9.7,157.9,13.6,7,,2022-09-09T07:03:01,2022-09-09T19:34:14,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-10,91.6,76.1,82.4,91.9,76.1,83.4,66.5,60.9,0.0,0,0.0,,0,0,12.1,9.6,91.4,1012.5,56.3,9.9,189.4,16.2,8,,2022-09-10T07:03:33,2022-09-10T19:33:00,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-11,91.8,75.0,83.6,93.0,75.0,85.3,67.5,60.4,0.0,0,0.0,,0,0,18.3,11.3,349.7,1017.0,49.8,9.9,174.6,15.0,8,,2022-09-11T07:04:04,2022-09-11T19:31:46,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-12,89.8,75.1,82.0,90.5,75.1,82.8,64.5,56.8,0.0,0,0.0,,0,0,17.2,11.9,9.8,1015.7,39.3,9.9,215.4,18.6,8,,2022-09-12T07:04:36,2022-09-12T19:30:32,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-13,88.6,71.5,80.3,89.4,71.5,80.8,63.4,57.5,0.0,0,0.0,,0,0,14.8,11.1,86.2,1013.9,35.8,9.9,204.3,17.5,9,,2022-09-13T07:05:08,2022-09-13T19:29:18,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-14,88.1,71.0,79.3,86.4,71.0,79.1,61.3,57.1,0.0,0,0.0,,0,0,19.7,15.8,91.2,1015.2,22.5,9.9,209.8,18.0,9,,2022-09-14T07:05:40,2022-09-14T19:28:04,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-15,88.3,73.1,80.3,90.6,73.1,81.6,66.2,63.2,0.0,0,0.0,,0,0,28.9,17.0,103.0,1016.4,49.1,9.8,134.8,11.7,7,,2022-09-15T07:06:11,2022-09-15T19:26:49,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-16,86.2,76.6,80.7,92.9,76.6,83.5,73.4,79.2,0.268,100,12.5,rain,0,0,25.3,17.3,125.0,1016.1,59.6,9.9,100.7,8.8,8,,2022-09-16T07:06:43,2022-09-16T19:25:35,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-17,91.2,78.3,82.8,98.4,78.3,86.1,72.8,73.3,0.018,100,4.17,rain,0,0,20.8,13.3,128.9,1015.4,31.8,9.9,134.5,11.6,10,,2022-09-17T07:07:15,2022-09-17T19:24:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-18,91.8,77.0,83.3,99.0,77.0,87.3,72.7,71.9,0.0,0,0.0,,0,0,19.9,14.6,123.7,1015.0,39.2,9.8,157.1,13.5,7,,2022-09-18T07:07:47,2022-09-18T19:23:05,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-19,91.1,78.1,83.0,97.2,78.1,87.2,73.1,73.6,0.0,0,0.0,,0,0,19.7,11.9,128.8,1015.7,22.0,9.9,164.0,14.1,9,,2022-09-19T07:08:19,2022-09-19T19:21:51,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-20,93.3,78.0,84.3,96.5,78.0,87.4,71.5,68.2,0.0,0,0.0,,0,0,21.9,9.8,138.9,1016.0,34.2,9.9,132.7,11.4,8,,2022-09-20T07:08:51,2022-09-20T19:20:36,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-21,93.4,76.3,83.7,96.8,76.3,85.8,69.7,65.2,0.0,0,0.0,,0,0,15.2,10.4,145.9,1015.2,27.5,9.9,196.3,16.9,8,,2022-09-21T07:09:23,2022-09-21T19:19:21,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-22,95.4,76.4,85.2,96.3,76.4,86.5,66.8,57.8,0.0,0,0.0,,0,0,16.1,10.4,323.0,1014.5,26.2,9.8,179.8,15.6,9,,2022-09-22T07:09:55,2022-09-22T19:18:07,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-23,93.6,78.3,85.7,97.0,78.3,88.6,68.7,58.8,0.0,0,0.0,,0,0,19.7,15.4,150.7,1015.0,32.6,9.8,147.6,12.8,7,,2022-09-23T07:10:28,2022-09-23T19:16:52,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-24,93.3,76.2,83.7,94.3,76.2,86.0,69.4,65.1,0.0,0,0.0,,0,0,20.8,12.5,158.1,1015.6,12.3,9.8,186.6,16.1,9,,2022-09-24T07:11:00,2022-09-24T19:15:38,0.96,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-25,94.5,77.6,84.0,94.6,77.6,85.4,68.7,63.6,0.0,0,0.0,,0,0,11.0,12.5,201.5,1013.9,19.3,9.9,193.3,16.6,9,,2022-09-25T07:11:33,2022-09-25T19:14:23,0.0,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-26,90.6,78.5,83.2,93.3,78.5,84.0,64.6,56.4,0.0,0,0.0,,0,0,23.0,14.0,356.9,1014.7,17.7,9.9,187.3,16.1,8,,2022-09-26T07:12:06,2022-09-26T19:13:09,0.03,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-27,85.4,68.3,77.7,82.4,68.3,76.8,45.9,33.7,0.0,0,0.0,,0,0,21.9,11.9,50.2,1018.3,13.3,9.9,191.1,16.7,9,,2022-09-27T07:12:39,2022-09-27T19:11:55,0.06,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-28,86.5,65.6,76.8,83.3,65.6,75.9,45.1,34.1,0.0,0,0.0,,0,0,23.0,13.8,73.9,1021.7,11.1,9.9,192.2,16.6,9,,2022-09-28T07:13:12,2022-09-28T19:10:42,0.1,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-29,83.1,66.2,74.9,80.9,66.2,74.5,44.8,35.2,0.0,0,0.0,,0,0,20.8,13.0,53.6,1020.7,18.6,9.9,189.3,16.4,9,,2022-09-29T07:13:46,2022-09-29T19:09:28,0.14,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-09-30,81.4,62.2,71.4,79.7,62.2,71.2,43.0,37.5,0.0,0,0.0,,0,0,26.4,14.9,68.4,1016.4,26.9,9.9,183.0,15.8,9,,2022-09-30T07:14:19,2022-09-30T19:08:15,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-01,82.9,62.6,72.7,80.8,62.6,72.3,46.6,41.4,0.0,0,0.0,,0,0,15.4,10.8,56.0,1015.9,3.4,9.9,189.3,16.4,9,,2022-10-01T07:14:53,2022-10-01T19:07:03,0.21,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-02,84.3,63.0,73.9,81.6,63.0,73.4,45.3,38.0,0.0,0,0.0,,0,0,14.7,8.7,45.3,1018.8,24.0,9.9,190.6,16.4,9,,2022-10-02T07:15:27,2022-10-02T19:05:50,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6034,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-03,84.9,65.4,75.4,82.2,65.4,74.7,46.8,37.9,0.0,0,0.0,,0,0,16.1,11.3,53.9,1018.9,29.9,9.9,185.6,15.9,8,,2022-10-03T07:16:02,2022-10-03T19:04:38,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-04,84.2,66.3,75.1,81.8,66.3,74.7,51.6,45.6,0.0,0,0.0,,0,0,15.0,9.5,74.1,1017.5,22.8,9.7,175.9,15.3,8,,2022-10-04T07:16:36,2022-10-04T19:03:26,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-05,86.0,65.3,75.4,83.9,65.3,75.1,57.9,57.0,0.0,0,0.0,,0,0,19.3,11.8,96.2,1017.8,24.1,9.8,178.5,15.4,8,,2022-10-05T07:17:11,2022-10-05T19:02:15,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-06,86.7,66.2,77.0,84.3,66.2,76.3,58.9,58.2,0.0,0,0.0,,0,0,20.8,11.1,58.6,1019.4,29.0,9.7,172.3,14.8,8,,2022-10-06T07:17:46,2022-10-06T19:01:04,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-07,86.3,70.2,77.9,84.7,70.2,77.6,59.3,55.2,0.0,0,0.0,,0,0,20.8,12.4,322.2,1021.2,34.4,9.8,108.3,9.4,6,,2022-10-07T07:18:22,2022-10-07T18:59:54,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-08,86.4,70.0,78.1,85.1,70.0,77.8,55.8,46.7,0.0,0,0.0,,0,0,23.0,12.6,81.5,1022.3,27.0,9.9,144.0,12.3,8,,2022-10-08T07:18:58,2022-10-08T18:58:44,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-09,84.9,65.7,75.1,83.0,65.7,74.8,55.8,52.4,0.0,0,0.0,,0,0,19.7,12.6,100.3,1022.9,27.6,9.9,155.7,13.5,8,,2022-10-09T07:19:34,2022-10-09T18:57:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-10,83.1,68.6,74.8,82.2,68.6,74.6,58.2,58.4,0.0,0,0.0,,0,0,24.4,16.3,114.6,1021.2,13.7,9.8,156.2,13.4,8,,2022-10-10T07:20:10,2022-10-10T18:56:26,0.53,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-11,82.6,65.9,75.0,83.5,65.9,75.3,63.7,69.1,0.0,0,0.0,,0,0,25.8,16.2,118.7,1018.2,48.4,9.7,104.3,8.9,7,,2022-10-11T07:20:47,2022-10-11T18:55:18,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2022-10-12,91.2,74.4,80.6,95.1,74.4,83.0,71.6,76.4,0.0,0,0.0,,0,0,21.5,12.0,170.4,1013.6,35.5,8.4,138.1,12.0,8,,2022-10-12T07:21:24,2022-10-12T18:54:11,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
